event 1,event 2,cost
556,552,156800
726,673,205400
644,593,217700
354,340,163800
677,610,179700
524,501,153000
571,611,197800
345,322,165400
721,701,190400
793,720,162000
831,739,158500
662,548,178100
803,723,209900
544,509,155800
294,288,160000
392,269,268300
691,577,142100
637,592,143600
686,655,178200
119,95,106300
421,380,273100
1216,1036,280200
234,243,329700
479,365,270800
163,137,315000
917,809,346100
468,463,152600
279,249,144800
1756,1715,277300
477,492,204800
571,522,181400
298,293,209100
673,646,173800
546,545,175000
364,363,163900
945,885,171300
471,441,166900
1406,1304,146400
450,429,222400
525,502,205800
443,416,176100
449,431,184800
609,612,225600
761,671,172100
1666,1653,250600
453,434,292900
731,615,267500
342,264,69800
608,545,158600
1111,1029,261600
121,97,117200
815,755,253400
486,459,272200
122,143,315200
400,382,214200
489,478,215300
857,788,290400
354,348,281700
664,608,258100
499,489,230100
283,286,233700
442,423,251500
1336,1231,267000
275,261,238600
385,414,266700
738,700,243200
693,666,238600
102,98,214300
394,389,239900
216,203,235900
423,373,236500
251,239,224400
482,445,232100
1398,1314,307000
,1537,297900
632,615,314200
150,152,417600
732,708,292500
903,842,266400
461,471,238000
675,696,260300
340,313,287700
258,265,275600
512,481,264300
456,430,277000
443,433,272800
126,136,281300
720,657,239100
213,199,258800
512,546,252400
455,456,257500
1125,1100,277700
769,681,229400
421,425,256100
357,367,304500
777,738,306700
653,645,268700
728,720,303700
433,464,294500
676,632,270800
1059,945,319700
501,504,87500
98,97,238600
992,1002,304300
806,790,297900
1101,1021,146500
1284,1198,284700
502,491,322900
326,322,246400
509,493,263300
451,436,260900
926,916,280700
1008,997,276200
786,770,278400
1510,1405,252600
276,275,265600
365,384,268400
429,397,226300
446,428,250700
414,409,302600
672,602,273500
121,140,327600
356,353,246700
318,294,242500
308,301,218800
188,225,237500
195,212,233300
868,817,232400
932,855,244000
387,377,281500
894,887,239800
1812,1717,301000
757,771,272700
1025,984,353300
375,396,353700
1633,1574,262000
669,666,251200
1655,1605,236200
1493,1451,272400
1124,1040,275000
666,668,227400
621,618,263900
145,162,254100
328,297,234600
658,608,228200
21,27,281000
837,834,279300
277,254,262100
475,484,262500
253,241,237500
369,326,241700
245,225,345500
21,21,450000
669,660,270600
959,923,273000
806,814,249000
2118,2082,325800
1382,1310,280400
512,509,344600
848,824,302100
959,964,281300
687,742,342300
2595,2428,344500
302,259,284100
643,577,273600
300,305,341300
214,246,324700
264,282,308100
432,405,137500
337,333,292900
409,400,319000
165,159,306800
256,247,317900
758,696,242700
921,911,253000
1055,1046,242500
20,19,212500
997,901,144200
11,12,275000
275,287,228500
226,217,229100
362,335,224200
268,247,215400
549,545,318400
590,566,265100
499,459,273100
262,255,336400
303,300,347400
834,817,412000
565,563,405100
402,395,466900
622,621,450000
383,356,422400
1134,1074,369300
203,210,420300
384,379,387100
,156,340900
,715,500001
477,479,500001
844,788,457700
348,317,459200
852,892,500001
,480,500001
299,303,500001
83,76,450000
3,3,350000
1196,1113,353800
266,270,378100
403,376,500000
361,357,500000
226,243,500001
299,303,500001
595,571,374200
734,692,434000
432,428,500001
290,276,500001
269,288,386400
468,425,359900
743,698,372200
458,471,410800
854,718,350600
1564,1536,345000
246,231,375000
616,555,433800
345,308,500001
313,279,500001
205,207,500001
540,511,500001
874,846,500001
391,391,500001
518,504,500001
747,700,500001
191,201,500001
408,374,500001
373,359,500001
269,274,500001
949,846,300000
621,606,318400
876,896,290000
1481,1447,287900
736,685,285400
726,656,273000
442,424,258300
236,251,267300
422,401,233100
614,588,237900
819,793,234800
148,145,256300
676,629,292600
173,194,250000
643,597,283300
287,243,237500
1619,1496,500001
299,288,500001
704,654,415000
245,251,500001
433,410,500001
332,309,500001
328,324,500001
494,482,356900
183,166,296400
266,263,369700
411,370,397100
312,319,500001
692,656,407200
481,458,464600
760,725,413000
305,319,453100
560,550,411200
383,352,458500
1034,1032,480800
215,221,376600
308,306,384200
171,157,376800
262,262,457200
191,185,379100
1097,987,340500
366,371,337800
190,215,368200
220,205,396900
397,402,388200
269,267,361700
464,443,387100
933,851,354100
281,284,393800
407,417,385400
261,247,352800
735,715,342800
140,139,272900
321,314,309700
340,337,316000
301,318,330100
330,297,292900
305,331,273700
477,394,271100
352,370,270900
367,382,271800
436,403,276100
281,291,339400
228,227,282000
140,139,289400
351,333,274800
1467,1390,305800
814,807,443800
425,408,500001
816,763,338200
333,318,376000
282,284,483300
629,630,375700
847,812,292100
1179,1073,322200
295,195,327800
442,453,500001
388,376,417300
420,394,438800
565,557,419700
310,306,500001
1342,1298,391000
1254,1198,404000
1406,1338,430300
874,866,270100
1357,1268,293200
438,449,293200
180,177,294200
285,291,298100
349,349,282400
511,504,310600
1199,1098,438000
385,391,310900
230,254,267400
1015,958,286700
751,771,388100
655,577,397800
355,315,435200
357,373,397900
603,615,386800
387,395,417000
445,404,391000
347,342,382200
335,354,435800
591,578,419200
3020,2952,491200
259,234,339700
224,237,414800
520,518,426400
131,157,256300
149,136,258100
174,180,289400
79,73,253800
793,761,364900
1075,1025,323800
510,507,341500
186,186,360500
336,329,345000
477,461,349600
521,510,395500
743,735,394700
1131,1115,374800
,757,405000
998,957,431300
1157,1049,500001
635,627,457200
507,524,500001
682,672,451300
892,831,500001
473,477,495900
750,728,500001
114,99,500001
203,171,314100
569,608,440300
270,287,308800
124,103,305000
515,487,383200
390,400,500001
696,668,362100
1027,982,361900
407,407,362700
590,594,427600
950,909,265600
340,370,247200
329,345,241700
947,861,225000
783,724,229500
584,558,250000
112,102,500001
1175,975,435900
664,623,422500
1109,907,311800
291,292,366000
945,851,87500
1646,1597,265300
216,216,237500
335,335,218100
166,160,270000
155,140,233600
258,243,263500
165,173,267000
269,292,286900
263,301,312300
332,362,278200
266,267,320800
369,331,232800
415,334,202800
555,497,211000
162,175,255300
1943,1743,322800
113,109,166700
1612,1549,272800
805,717,267700
1259,1265,276600
399,388,298400
491,436,318600
433,432,303100
464,427,363700
1039,933,333800
950,980,443300
781,845,343500
441,421,496000
1057,1075,343600
495,502,342700
723,660,395100
235,246,469900
546,504,409300
208,209,500001
270,247,500001
501,484,500001
322,301,500001
207,207,500001
293,258,500001
389,365,500001
328,327,500001
437,414,341700
401,408,352700
852,852,162600
479,457,157300
4,5,500001
236,239,148900
412,373,160600
177,188,159400
353,371,173400
334,323,159400
300,287,159600
314,287,155700
573,511,185600
294,301,166700
815,705,156600
382,417,145500
301,316,151500
1244,1147,308600
2009,1763,189000
239,242,326400
412,374,379600
348,366,417800
41,42,412500
661,733,410200
332,282,500001
1183,1138,500001
396,378,500001
242,232,500001
437,385,460200
1360,1264,394300
414,439,464600
347,346,500001
456,465,500001
618,631,500001
528,532,500001
193,199,500001
412,417,444500
420,406,472800
744,655,500001
254,271,500001
1012,888,500001
320,300,500001
167,116,500001
134,146,500001
72,79,500001
194,192,500001
338,324,500001
578,559,500001
442,424,500001
217,223,500001
202,218,350000
243,242,500001
287,283,500001
365,369,500001
136,153,500001
361,377,500001
223,215,500001
42,53,500001
164,154,500001
854,798,500001
151,149,411300
416,381,334600
259,195,319200
278,270,318500
764,774,364300
1179,1148,345100
807,805,331100
545,535,368000
262,241,355800
137,124,371800
309,259,500000
2249,1989,354300
293,277,500001
209,161,456300
102,92,500001
534,507,277700
593,502,319400
315,220,286100
1313,1294,295300
353,220,450000
433,380,348700
677,618,395000
298,251,327300
582,548,290900
,603,263800
322,328,500001
579,575,438400
306,256,500001
,395,357500
654,631,340400
1031,950,294500
656,576,279500
299,313,275000
329,310,357400
309,304,320600
377,356,243800
372,346,255000
499,499,267000
417,384,279200
509,443,500001
343,355,443000
306,322,418400
536,497,458600
467,409,320600
289,272,300000
569,527,500001
533,502,381800
363,351,384400
367,355,376000
342,358,293800
304,268,289900
390,367,351100
328,294,415600
282,283,353000
388,409,383100
271,269,500001
485,442,443600
369,385,318800
311,263,280600
497,476,387700
398,374,500001
422,383,500001
413,397,500001
1059,979,500001
537,538,463800
343,325,228100
462,445,236000
386,380,251200
526,420,364300
354,340,236800
381,374,241400
444,446,246700
393,381,232600
460,400,293800
109,102,350000
239,214,362500
544,532,253600
112,114,258300
692,576,237500
436,411,246900
322,316,259100
279,270,258300
557,538,247900
458,449,226500
427,408,264700
383,398,250000
370,351,260100
387,402,261000
324,306,252900
658,570,230800
319,308,231800
319,307,335200
276,243,364000
334,337,336400
358,329,326800
493,460,312500
145,154,341800
771,751,395100
317,306,255000
360,423,226500
575,530,236100
459,362,281300
357,297,500000
837,787,283200
562,562,340400
299,301,500001
404,338,261000
227,238,413900
312,335,392800
375,338,335300
417,409,346200
297,269,350000
378,405,335000
292,257,329400
287,288,322600
263,260,500001
570,488,500001
814,613,500001
318,296,500001
519,479,500001
442,376,500001
391,311,500001
400,391,297400
800,765,279700
596,601,301300
256,245,314300
365,345,250000
394,334,346000
477,417,251000
727,478,300000
383,365,248700
563,483,500001
368,350,500001
426,341,425000
542,442,500001
170,139,335000
38,21,500001
982,923,230600
553,427,62100
382,359,400000
277,237,230800
219,225,226400
515,488,227900
690,617,215200
339,338,394900
426,419,290900
465,409,243100
189,219,500001
499,385,309800
282,285,259800
585,515,500001
238,247,289400
429,369,375000
588,582,272300
382,359,367000
394,359,440000
125,74,84400
319,315,390200
609,465,292900
463,442,226800
147,162,150000
630,662,120100
286,315,269700
415,407,275100
221,191,328700
352,388,194000
778,633,114800
348,327,275000
385,400,157900
187,182,158000
506,473,168100
347,312,141500
386,362,326800
404,338,341200
1217,1212,212700
354,346,144700
393,375,164000
620,544,165500
307,283,162500
342,320,158000
478,463,158200
381,372,158600
376,382,195700
329,353,193000
272,266,157700
559,569,201700
329,319,199600
317,281,158900
251,240,193600
287,276,131500
711,639,146700
413,403,136100
344,310,181800
551,516,133700
648,578,186500
585,562,218300
514,488,128600
270,278,130100
307,316,160700
414,413,162900
470,408,136900
608,572,151400
511,513,132000
631,515,130800
350,346,139800
403,395,148300
343,338,149800
492,490,226800
263,237,152500
428,415,190100
286,290,261000
1115,919,137300
360,384,110300
344,307,113700
380,388,129300
354,357,131300
562,463,108300
315,368,112500
445,463,117600
280,223,129200
379,341,113300
284,272,104200
396,377,121400
447,463,90200
476,474,147200
308,303,109400
244,253,87500
558,492,67500
794,747,106400
644,543,98500
516,492,122700
532,459,162500
232,243,120600
447,417,115500
345,336,97800
294,286,83200
297,296,89100
469,482,86100
140,116,73800
3114,2826,28300
518,539,136400
164,147,118800
358,363,117500
604,529,129400
586,540,120400
320,270,128100
217,200,83300
126,133,163400
422,449,134600
622,543,135400
235,201,111500
593,548,103300
223,224,109300
430,377,130200
428,432,150700
382,384,134700
512,471,134000
578,527,135300
243,251,131600
276,245,87500
301,279,146600
334,272,148000
406,417,138000
277,224,112500
499,451,150000
309,333,172400
549,581,142400
504,452,198300
702,618,135200
525,535,166600
395,332,239300
331,336,172600
316,319,134400
368,363,180100
463,434,142200
386,336,223100
268,255,249300
430,416,207200
385,382,152700
383,368,183800
315,265,290600
389,389,125800
373,358,128300
277,273,307400
642,607,225000
623,624,216700
650,615,37500
685,621,229500
365,391,282500
541,554,223100
492,488,312200
365,330,268800
373,366,280900
162,159,274300
616,601,331200
301,297,276800
618,587,432200
452,458,384400
277,267,348200
793,738,261400
470,462,268300
507,523,271200
324,330,402600
248,211,425000
309,305,316700
580,531,325000
375,359,187500
567,570,334000
588,559,288900
533,528,333800
402,368,198400
475,434,295400
305,286,206300
345,379,112500
463,439,150000
531,509,228200
281,257,260000
346,301,205000
443,424,342500
441,404,500001
415,380,500001
419,416,280200
537,570,271500
500,454,276400
314,309,271800
495,482,353400
563,540,276200
333,291,182500
363,374,186100
573,530,210700
380,365,181900
245,240,237500
239,223,227100
626,610,185300
287,254,245800
69,64,212500
120,99,204200
524,526,239200
491,433,391300
338,338,295800
557,506,301100
291,282,292200
358,375,421000
317,302,330500
607,562,240900
147,140,187500
410,398,330600
382,387,299500
44,47,200000
563,532,209500
318,316,200000
390,345,166700
231,210,162500
625,543,212500
552,557,225000
689,632,187500
439,424,177500
416,370,190600
494,448,350000
467,428,204200
365,352,188900
402,423,199000
350,391,193000
631,606,183100
296,244,170800
615,518,193800
219,226,193500
375,346,174500
353,327,194400
418,411,183500
215,207,325900
166,194,309000
541,506,289100
232,227,302900
1036,955,153700
330,331,174100
424,434,183700
1625,1639,177300
508,434,185200
164,184,175000
1154,1075,213600
685,651,270300
371,345,205900
358,340,192500
246,215,172500
338,325,169300
374,389,172500
241,206,184900
265,253,184800
404,389,223600
431,443,281100
313,291,220600
256,280,180800
898,795,216300
492,455,167500
269,261,250000
472,448,225800
728,724,184700
254,272,192600
554,494,165600
641,587,198400
215,207,211300
578,502,246400
312,310,280500
814,810,293000
226,199,233300
704,704,229800
150,163,241100
780,741,247900
485,499,292500
430,399,252800
1551,1481,213900
1742,1630,234200
358,347,310100
296,296,345800
811,754,332600
587,590,340000
666,635,345900
151,145,327600
427,405,344700
131,107,265000
340,305,235200
552,512,262800
284,278,283300
362,364,284800
627,613,247400
269,277,296600
284,284,312000
398,389,247000
396,383,274100
426,428,282300
448,424,331600
351,339,286600
244,244,424600
225,223,283300
135,139,344600
149,158,320500
307,320,426900
664,593,351400
437,442,288200
199,207,346700
370,395,376200
832,797,214000
1334,1245,240000
464,430,327500
544,542,278100
552,482,211900
191,175,236900
388,403,238000
716,705,264200
803,716,248700
255,246,264700
749,737,332800
175,163,291300
259,237,230700
656,639,258500
343,334,240500
486,498,308800
569,559,253500
345,329,255100
753,729,281000
783,819,397000
862,881,282100
862,772,232000
817,813,337300
,535,320000
583,588,255600
502,490,240400
1079,1057,250000
685,667,263600
661,660,283300
719,743,267200
620,612,261100
876,794,255200
449,442,316500
331,325,231700
689,661,218600
487,464,204700
471,406,225900
240,250,240300
352,325,264500
323,339,234800
529,520,268800
375,374,365400
749,725,302900
529,521,313100
717,695,281900
335,351,267400
688,695,289000
531,502,263300
256,221,240900
471,456,184900
360,326,175800
508,530,177600
564,514,164200
652,625,112500
199,211,215900
984,904,152400
124,84,112500
749,681,191100
581,530,173400
559,551,172800
1538,1389,192600
874,841,127900
158,134,188100
581,530,176300
364,412,212800
568,553,228000
749,701,249600
1222,1204,178400
954,904,87500
1386,1318,185800
1546,1466,178600
656,612,191900
648,665,160400
633,561,166100
1895,1853,232700
211,217,235800
1037,997,253100
428,422,217000
489,475,176400
453,409,123500
408,362,115200
250,261,178600
833,780,183100
235,270,179500
461,456,191000
394,391,222800
664,597,165300
402,429,177500
294,291,219400
578,551,139700
395,381,212500
511,512,164900
623,622,231400
647,630,175800
210,214,181000
778,770,343000
297,279,231400
414,405,263900
328,323,262400
498,475,223300
292,300,338400
250,184,500001
474,456,355300
468,470,348400
410,418,378200
505,485,277800
614,642,231000
550,522,283700
394,386,359500
476,501,224200
346,324,217400
924,891,227600
561,581,241900
451,430,241300
719,697,286200
348,347,186500
366,371,209900
378,341,164500
149,148,235600
345,347,235600
446,389,232000
361,386,235700
297,338,271500
950,906,241900
129,123,241000
280,269,362700
328,303,292200
228,230,302600
348,327,277900
559,491,335500
415,393,133700
1295,1262,294700
310,296,221000
191,215,165000
330,317,160100
408,416,163600
1163,1124,179000
575,569,182400
1446,1414,195300
671,648,172600
452,481,185500
415,383,192800
423,429,240700
526,526,162900
610,604,173600
1232,1235,193400
339,327,182500
242,226,194500
605,595,182100
371,357,153300
409,391,137500
768,762,164000
807,776,160100
867,860,182200
2124,2086,210300
1042,1059,140100
1116,1037,159600
485,448,128600
592,607,205900
358,354,156800
182,193,201800
2568,2515,286500
914,879,229900
992,1018,209900
181,169,195800
843,797,184800
149,135,209100
284,258,182400
232,241,187500
339,353,214800
149,143,196300
885,845,171700
860,877,183800
715,645,178600
281,304,215200
539,518,213100
337,323,167600
377,347,161500
577,580,167900
286,299,456500
636,578,286200
665,649,330800
76,72,416700
246,263,320900
146,155,328000
527,520,325600
420,389,374100
547,481,259700
487,448,246800
245,228,163500
529,527,269100
565,561,273900
588,561,273700
268,280,351600
764,708,268400
389,415,229800
328,329,258100
1547,1524,276600
572,526,329400
351,367,320700
271,275,288500
150,160,348300
603,615,150000
14,14,500001
72,69,187500
1404,1316,333700
534,478,335600
405,409,181100
365,257,425000
,1438,257400
1047,990,271400
841,801,272700
369,373,267800
260,257,258500
278,271,265300
319,310,243200
589,568,178900
435,393,199100
287,296,266900
262,263,267000
420,442,263600
734,732,299400
408,410,265500
139,142,441000
,364,422800
896,808,245800
474,475,204100
596,621,254200
61,55,367900
2112,2040,264500
548,544,248700
652,655,226900
808,801,264800
729,721,261100
299,293,186900
372,394,144000
348,320,226400
267,261,237900
186,186,500001
245,228,500001
513,519,254400
343,330,311200
12,16,500001
513,510,220700
496,459,226800
814,758,276200
446,460,320500
387,376,174100
921,902,228700
8,7,225000
1054,1002,252200
276,278,225800
484,484,255100
251,242,212500
496,485,224900
986,943,225000
578,545,158000
28,22,112500
689,684,226700
325,317,235300
834,797,230700
484,419,226800
1130,517,137500
1017,968,81300
854,885,232400
298,318,236900
297,282,47500
405,434,229800
617,602,238000
558,533,255500
229,238,219300
934,970,264100
198,176,87500
412,411,137500
788,769,112500
28,13,67500
708,674,199700
32,32,137500
129,127,208300
832,798,208600
956,944,235600
410,387,234100
495,452,218500
344,331,215400
229,238,252100
202,199,217500
538,531,237500
894,920,254500
153,154,271200
370,321,269900
1325,1196,264500
623,628,261400
126,122,258300
134,136,247600
318,301,242700
272,267,287200
223,216,281900
267,259,254600
324,330,298300
480,451,270300
644,633,261800
467,458,282200
249,260,261100
509,467,238900
947,841,198400
325,339,212200
193,187,240000
,386,287100
776,761,238700
1712,1651,307400
933,905,262900
325,321,251300
,686,266100
232,247,287100
274,272,279900
211,211,244400
227,219,231600
561,545,244000
294,284,235500
330,303,237900
523,492,236100
420,464,286500
853,792,229300
473,469,250000
359,360,257600
329,348,251100
632,560,246100
1320,1213,256100
465,447,275900
286,324,294700
788,696,288300
411,449,276900
402,375,255400
153,160,254100
939,895,288300
299,276,252600
127,132,247800
462,480,330500
633,631,302400
653,621,315600
1566,1524,302100
612,602,287600
326,313,294300
291,315,313900
425,405,285800
629,662,335900
901,868,342000
1011,954,355200
2552,2206,279800
864,808,217700
460,419,288900
359,375,288300
502,530,339600
1404,1308,237500
493,543,227700
199,231,263200
198,173,281900
,893,264600
678,686,365500
711,717,290900
2166,1749,267500
1225,1138,314900
1351,1310,277300
168,147,270500
1010,972,307000
570,565,329500
248,256,332500
1068,1011,293000
370,331,262500
1517,1410,267500
1006,1007,227300
637,623,212500
188,176,214100
271,258,181300
148,144,262500
381,349,234300
813,824,260000
1847,1753,242900
693,633,283200
349,336,283000
664,660,264900
327,314,280400
695,642,296100
403,438,277300
309,306,269100
633,620,272600
589,553,275000
497,511,273500
481,481,344100
843,843,303400
735,686,275000
263,276,283000
743,741,300300
682,646,265300
267,260,278000
564,543,269400
484,498,298900
1066,998,273900
1211,1163,269100
589,597,286800
454,426,255100
351,294,333300
634,602,332000
541,544,413500
239,251,405400
605,562,430900
169,174,371900
544,522,268200
182,170,252600
289,273,234200
360,365,243200
287,284,260100
244,238,245300
1001,968,274600
419,372,272000
1051,1061,279400
294,279,290500
388,393,363800
414,428,335900
216,232,281200
453,462,271800
668,659,405000
594,560,500001
632,608,476400
523,516,445900
1910,1781,500001
723,694,500001
322,276,500001
533,498,436100
935,835,396300
430,440,500001
359,347,339300
496,492,367800
461,447,340700
192,185,347800
611,560,442500
93,99,500001
212,200,500001
389,350,496400
532,514,500001
485,476,500001
271,272,415800
451,447,500001
299,299,500001
243,223,500001
193,191,500001
365,339,500001
404,378,500001
413,365,500001
209,192,500001
365,363,500001
438,425,500001
312,320,500001
492,475,500001
431,412,500001
260,281,500001
541,555,346100
311,303,500001
495,455,335900
645,609,500001
468,471,500001
428,411,500001
473,480,500001
221,208,500001
432,409,500001
553,561,500001
709,696,500001
269,275,498800
540,507,380800
696,666,455500
538,568,500001
706,641,500001
349,345,420000
751,722,500001
698,685,500001
404,372,485300
396,400,368900
1048,1021,396200
466,436,288300
346,351,416300
401,429,474700
824,694,436400
963,879,351200
451,439,431400
434,416,393800
633,585,355100
270,262,417000
417,398,345900
410,395,409100
600,600,411300
551,533,380600
1078,1063,332000
585,581,372700
524,520,400700
859,784,275700
554,616,326300
758,695,335300
433,431,341400
384,378,332500
301,297,354600
328,322,341900
754,734,348300
434,418,340100
1059,982,404800
731,689,244500
241,236,332700
613,603,284000
918,861,242200
584,571,373600
671,641,412300
410,410,231200
151,156,360600
794,807,338700
418,422,365700
756,667,354400
328,342,350000
396,410,344700
906,883,451800
514,507,352100
496,443,289500
851,835,333000
290,301,343100
620,572,351500
526,582,344200
375,382,388100
401,399,423900
215,222,416500
593,553,451400
485,473,431600
460,461,432600
198,216,292900
264,270,370100
287,283,447300
278,287,342400
725,680,225000
1036,986,271500
256,262,291400
419,384,316900
513,523,409700
281,282,381800
493,455,327500
578,581,322700
911,863,430100
345,361,411900
313,310,383000
255,278,406800
460,472,403000
661,606,344700
803,723,367400
608,577,362200
255,271,228400
1227,1153,311400
1193,1043,500001
677,689,243800
387,383,378000
354,324,253600
437,408,335200
429,426,349000
396,424,346300
916,759,323600
433,426,368300
,275,411200
949,849,337000
1737,1625,239400
770,740,256000
425,435,284800
290,266,325000
273,258,252800
489,481,311600
550,514,273600
798,727,252400
317,333,224600
204,203,230400
1489,1329,327700
694,668,167300
360,390,360900
372,361,178100
933,795,232700
487,508,254400
962,879,222200
361,371,252600
229,247,239400
650,650,250200
531,498,261000
829,807,249500
497,497,239700
2211,2019,280100
907,866,450000
501,507,364200
340,350,336500
1272,1210,270800
768,725,324200
82,77,350000
3226,3052,267400
4,4,375000
290,274,40000
768,747,500001
399,410,470000
661,675,500001
766,634,262500
342,345,289300
158,156,284600
813,729,262500
225,218,322300
910,711,192200
858,744,277000
341,319,308700
456,436,288900
379,382,264700
1274,1211,343300
414,445,284100
193,153,266700
473,415,274000
436,470,197200
184,180,290600
1251,1163,229800
1599,1482,351900
1021,964,182700
1156,1086,165600
508,506,293500
288,305,276000
489,472,266400
63,74,175000
210,206,181300
203,196,316700
535,500,327700
490,517,261300
1126,1072,275000
430,400,307100
248,248,334300
,584,340000
480,447,352500
239,249,330300
306,284,280200
483,450,342400
304,302,353100
367,366,354500
483,443,365600
196,205,359000
342,357,414700
416,410,407200
659,581,353600
156,168,366700
198,199,373400
130,128,383900
,194,465000
186,182,500001
355,339,442100
228,174,342900
727,762,457500
407,407,473500
426,415,500001
250,257,500001
608,567,500001
376,381,500001
238,250,500001
325,321,500001
284,238,500001
294,278,500001
198,216,500001
184,175,500001
205,206,500001
210,196,500001
207,189,500001
238,236,500001
335,338,500001
216,205,500001
317,314,500001
612,597,500001
354,348,500001
354,345,500001
195,187,500001
500,533,500001
719,650,500001
190,171,500001
231,222,500001
490,481,500001
261,249,500001
349,342,500001
405,358,500001
497,501,500001
218,200,500001
473,480,500001
1195,1171,461200
900,890,440900
426,433,437100
44,51,265000
1045,995,314100
617,581,360900
535,538,451300
565,553,463700
595,540,417800
428,425,443800
284,282,432900
533,519,362100
551,523,373100
648,647,438400
878,792,431900
553,574,425500
623,588,406300
462,468,397400
303,268,373400
349,376,376600
668,626,398100
332,332,500001
197,206,500001
540,506,500001
440,427,500001
447,446,446600
109,112,500001
219,200,492000
257,259,500001
537,540,500001
353,328,500001
297,279,500001
91,75,500001
,1093,425000
810,775,402500
874,815,356000
529,532,405900
320,309,500001
217,227,500001
293,275,500001
468,421,500001
308,293,500001
190,189,500001
227,249,500001
490,465,476300
839,832,404800
563,600,378600
,3589,375000
610,581,500001
360,364,500001
1142,950,387500
103,87,475000
117,117,500001
427,409,500001
181,190,500001
183,180,500001
260,242,500001
343,336,500001
199,201,500001
266,252,500001
285,261,500001
186,180,500001
1377,1367,500001
485,464,500001
26,29,500001
70,75,500001
64,56,360000
63,70,500001
652,567,318700
433,398,279900
311,250,293300
203,179,398500
996,975,226400
1364,1318,255800
1029,1049,361200
670,652,271400
798,800,362700
697,680,459200
1201,1138,473400
365,345,485000
250,253,405900
305,316,500001
122,121,500001
903,825,500001
303,281,434500
676,675,418300
574,527,348000
361,375,387500
466,487,355900
976,941,361600
950,899,394200
963,981,361400
451,423,305600
226,243,279300
268,272,279500
560,553,269400
709,692,246500
769,778,253800
306,264,191100
540,555,299300
715,704,233900
989,954,234600
841,848,245200
504,536,274100
1286,1213,238800
1268,1238,237600
1300,1217,262400
606,602,230900
520,469,224000
737,746,221500
321,365,279100
695,607,209700
238,315,195000
947,757,184400
261,269,294200
812,721,198400
482,506,250800
1058,1027,282600
387,363,253200
380,383,311500
574,589,218700
403,409,259300
683,620,236200
327,332,249500
771,744,350000
587,532,244500
751,682,213100
600,586,194300
637,623,123400
172,173,234500
485,465,224100
343,341,265700
280,297,289200
303,295,311800
241,234,291200
340,339,184800
551,551,257400
473,442,141600
775,631,183900
624,607,241200
388,385,237400
610,568,234400
567,589,241000
531,541,245600
634,650,241200
520,440,159000
623,618,251800
584,580,291500
394,383,233100
281,254,253300
427,410,248000
369,381,257200
324,338,278300
341,339,262700
387,402,217100
317,285,229100
300,305,289600
359,394,259500
526,507,265800
358,377,272400
593,575,260700
285,284,260500
52,51,500001
1878,1816,261100
154,155,385700
197,191,500001
179,185,394100
,482,467700
588,550,412600
729,694,416300
1361,1281,344500
798,764,288100
1024,979,229800
398,388,248200
590,540,386200
924,871,226900
999,888,239300
611,610,436700
914,898,321700
797,790,335000
483,452,300800
1051,1027,393100
908,895,386800
318,292,350000
303,287,260700
565,568,234000
1225,1138,260300
817,799,279800
547,567,264700
123,130,308700
1171,1162,251500
1010,977,298500
685,681,198600
471,467,203600
1279,1224,228600
624,608,178000
393,357,170300
953,950,160100
449,397,305000
394,365,374600
90,93,500001
141,106,262500
32,26,131300
92,104,340900
38,21,390000
5,4,400000
19,17,350000
4,5,137500
45,41,271400
240,239,263100
507,487,281500
224,215,256300
324,325,239200
508,488,233000
249,234,265300
487,458,245000
394,380,187500
238,219,212500
355,335,404700
125,133,367600
424,420,362300
374,348,131300
473,454,263800
611,556,294100
669,615,320900
206,201,258300
245,258,266400
335,301,253100
136,137,238600
269,259,223900
716,662,255400
517,455,229400
263,237,217500
155,136,166700
747,659,195300
509,464,260900
202,264,232800
392,382,240000
454,399,275000
730,745,242400
242,249,240500
374,302,400000
325,237,326700
232,228,234400
69,68,225000
72,73,262500
227,204,237500
785,656,232600
169,139,250000
661,606,281300
305,305,112500
126,139,243500
421,385,216100
306,293,202000
107,104,196400
264,232,206400
406,370,284200
364,364,263800
191,167,388500
185,173,226500
17,10,258300
440,458,276000
374,343,265800
644,333,116600
422,416,173200
281,262,156000
589,540,151700
695,697,164600
881,863,218100
353,361,194500
321,305,177800
409,394,238300
257,264,160700
447,392,161400
437,376,155000
468,484,151400
750,718,162000
309,301,121400
547,540,190400
447,461,184300
317,301,190000
637,610,169700
1112,977,194800
509,537,189100
253,266,241200
662,565,178400
341,313,171300
430,386,192200
476,499,190100
282,234,177500
439,416,334000
549,519,315800
194,155,350000
199,199,240000
136,148,222600
489,410,231600
289,243,239600
734,663,214300
297,277,204800
1380,1064,202300
485,435,206900
289,235,284100
317,275,185100
136,145,273300
96,89,273900
404,327,206800
640,570,204100
613,518,180300
332,324,394900
672,608,383300
311,251,154500
401,344,196400
248,208,146300
894,871,270000
502,366,201300
370,332,232300
577,512,220900
899,832,203700
994,947,312300
733,704,322000
138,129,500001
342,328,440500
95,86,261500
368,254,240000
422,407,190900
767,732,308100
739,693,373400
357,341,397700
155,135,331500
304,302,402300
287,238,356600
230,206,363500
203,185,386400
108,113,340600
224,206,390000
392,328,353000
376,369,304400
956,916,355300
357,351,371600
1454,1357,262400
166,185,272900
632,620,215800
369,351,207000
422,439,234600
1321,1268,215600
